id,provinceId,name,createdAt,updatedAt
1175,11,Kota Subulussalam,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
5103,51,Kabupaten Badung,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
5106,51,Kabupaten Bangli,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
5108,51,Kabupaten Buleleng,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
5104,51,Kabupaten Gianyar,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
5101,51,Kabupaten Jembrana,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
5107,51,Kabupaten Karangasem,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
5105,51,Kabupaten Klungkung,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
5102,51,Kabupaten Tabanan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
5171,51,Kota Denpasar,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3602,36,Kabupaten Lebak,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3601,36,Kabupaten Pandeglang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3604,36,Kabupaten Serang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3603,36,Kabupaten Tangerang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3672,36,Kota Cilegon,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3673,36,Kota Serang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3671,36,Kota Tangerang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3674,36,Kota Tangerang Selatan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1701,17,Kabupaten Bengkulu Selatan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1709,17,Kabupaten Bengkulu Tengah,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1703,17,Kabupaten Bengkulu Utara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1704,17,Kabupaten Kaur,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1708,17,Kabupaten Kepahiang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1707,17,Kabupaten Lebong,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1706,17,Kabupaten Mukomuko,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1702,17,Kabupaten Rejang Lebong,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1705,17,Kabupaten Seluma,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1771,17,Kota Bengkulu,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3402,34,Kabupaten Bantul,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3403,34,Kabupaten Gunungkidul,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3401,34,Kabupaten Kulon Progo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3404,34,Kabupaten Sleman,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3471,34,Kota Yogyakarta,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3101,31,Kabupaten Administrasi Kepulauan Seribu,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3173,31,Kota Administrasi Jakarta Barat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3171,31,Kota Administrasi Jakarta Pusat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3174,31,Kota Administrasi Jakarta Selatan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3175,31,Kota Administrasi Jakarta Timur,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3172,31,Kota Administrasi Jakarta Utara ,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
7502,75,Kabupaten Boalemo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
7503,75,Kabupaten Bone Bolango,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
7501,75,Kabupaten Gorontalo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
7505,75,Kabupaten Gorontalo Utara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
7504,75,Kabupaten Pohuwato,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
7571,75,Kota Gorontalo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1502,15,Kabupaten  Merangin,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1505,15,Kabupaten  Muaro Jambi,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1504,15,Kabupaten Batanghari,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1508,15,Kabupaten Bungo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1501,15,Kabupaten Kerinci,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1503,15,Kabupaten Sarolangun,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1506,15,Kabupaten Tanjung Jabung Barat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1507,15,Kabupaten Tanjung Jabung Timur,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1509,15,Kabupaten Tebo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1571,15,Kota Jambi,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1572,15,Kota Sungai Penuh,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3204,32,Kabupaten Bandung,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3217,32,Kabupaten Bandung Barat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3216,32,Kabupaten Bekasi,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3201,32,Kabupaten Bogor,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3207,32,Kabupaten Ciamis,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3203,32,Kabupaten Cianjur,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3209,32,Kabupaten Cirebon,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3205,32,Kabupaten Garut,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3212,32,Kabupaten Indramayu,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3215,32,Kabupaten Karawang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3208,32,Kabupaten Kuningan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3210,32,Kabupaten Majalengka,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3218,32,Kabupaten Pangandaran,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3214,32,Kabupaten Purwakarta,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3213,32,Kabupaten Subang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3202,32,Kabupaten Sukabumi,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3211,32,Kabupaten Sumedang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3206,32,Kabupaten Tasikmalaya,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3273,32,Kota Bandung,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3279,32,Kota Banjar,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3275,32,Kota Bekasi,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3271,32,Kota Bogor,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3277,32,Kota Cimahi,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3274,32,Kota Cirebon,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3276,32,Kota Depok,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3272,32,Kota Sukabumi,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3278,32,Kota Tasikmalaya,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3304,33,Kabupaten Banjarnegara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3302,33,Kabupaten Banyumas,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3325,33,Kabupaten Batang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3316,33,Kabupaten Blora,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3309,33,Kabupaten Boyolali,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3329,33,Kabupaten Brebes,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3301,33,Kabupaten Cilacap,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3321,33,Kabupaten Demak,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3315,33,Kabupaten Grobogan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3320,33,Kabupaten Jepara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3313,33,Kabupaten Karanganyar,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3305,33,Kabupaten Kebumen,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3324,33,Kabupaten Kendal,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3310,33,Kabupaten Klaten,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3319,33,Kabupaten Kudus,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3308,33,Kabupaten Magelang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3318,33,Kabupaten Pati,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3326,33,Kabupaten Pekalongan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3327,33,Kabupaten Pemalang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3303,33,Kabupaten Purbalingga,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3306,33,Kabupaten Purworejo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3317,33,Kabupaten Rembang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3322,33,Kabupaten Semarang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3314,33,Kabupaten Sragen,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3311,33,Kabupaten Sukoharjo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3328,33,Kabupaten Tegal,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3323,33,Kabupaten Temanggung,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3312,33,Kabupaten Wonogiri,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3307,33,Kabupaten Wonosobo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3371,33,Kota Magelang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3375,33,Kota Pekalongan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3373,33,Kota Salatiga,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3374,33,Kota Semarang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3372,33,Kota Surakarta,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3376,33,Kota Tegal,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3526,35,Kabupaten Bangkalan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3510,35,Kabupaten Banyuwangi,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3505,35,Kabupaten Blitar,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3522,35,Kabupaten Bojonegoro,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3511,35,Kabupaten Bondowoso,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3525,35,Kabupaten Gresik,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3509,35,Kabupaten Jember,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3517,35,Kabupaten Jombang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3506,35,Kabupaten Kediri,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3524,35,Kabupaten Lamongan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3508,35,Kabupaten Lumajang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3519,35,Kabupaten Madiun,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3520,35,Kabupaten Magetan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3507,35,Kabupaten Malang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3516,35,Kabupaten Mojokerto,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3518,35,Kabupaten Nganjuk,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3521,35,Kabupaten Ngawi,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3501,35,Kabupaten Pacitan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3528,35,Kabupaten Pamekasan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3514,35,Kabupaten Pasuruan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3502,35,Kabupaten Ponorogo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3513,35,Kabupaten Probolinggo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3527,35,Kabupaten Sampang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3515,35,Kabupaten Sidoarjo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3512,35,Kabupaten Situbondo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3529,35,Kabupaten Sumenep,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3503,35,Kabupaten Trenggalek,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3523,35,Kabupaten Tuban,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3504,35,Kabupaten Tulungagung,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3579,35,Kota Batu,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3572,35,Kota Blitar,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3571,35,Kota Kediri,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3577,35,Kota Madiun,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3573,35,Kota Malang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3576,35,Kota Mojokerto,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3575,35,Kota Pasuruan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3574,35,Kota Probolinggo,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
3578,35,Kota Surabaya,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6107,61,Kabupaten Bengkayang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6106,61,Kabupaten Kapuas Hulu,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6111,61,Kabupaten Kayong Utara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6104,61,Kabupaten Ketapang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6112,61,Kabupaten Kubu Raya,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6108,61,Kabupaten Landak,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6110,61,Kabupaten Melawi,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6102,61,Kabupaten Mempawah,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6101,61,Kabupaten Sambas,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6103,61,Kabupaten Sanggau,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6109,61,Kabupaten Sekadau,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6105,61,Kabupaten Sintang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6171,61,Kota Pontianak,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6172,61,Kota Singkawang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6311,63,Kabupaten Balangan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6303,63,Kabupaten Banjar,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6304,63,Kabupaten Barito Kuala,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6306,63,Kabupaten Hulu Sungai Selatan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6307,63,Kabupaten Hulu Sungai Tengah,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6308,63,Kabupaten Hulu Sungai Utara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6302,63,Kabupaten Kotabaru,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6309,63,Kabupaten Tabalong,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6310,63,Kabupaten Tanah Bumbu,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6301,63,Kabupaten Tanah Laut,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6305,63,Kabupaten Tapin,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6372,63,Kota Banjarbaru,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6371,63,Kota Banjarmasin,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6204,62,Kabupaten Barito Selatan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6213,62,Kabupaten Barito Timur,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6205,62,Kabupaten Barito Utara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6210,62,Kabupaten Gunung Mas,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6203,62,Kabupaten Kapuas,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6206,62,Kabupaten Katingan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6201,62,Kabupaten Kotawaringin Barat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6202,62,Kabupaten Kotawaringin Timur,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6209,62,Kabupaten Lamandau,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6212,62,Kabupaten Murung Raya,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6211,62,Kabupaten Pulang Pisau,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6207,62,Kabupaten Seruyan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6208,62,Kabupaten Sukamara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6271,62,Kota Palangkaraya,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6403,64,Kabupaten Berau,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6407,64,Kabupaten Kutai Barat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6402,64,Kabupaten Kutai Kartanegara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6408,64,Kabupaten Kutai Timur,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6411,64,Kabupaten Mahakam Ulu,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6401,64,Kabupaten Paser,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6409,64,Kabupaten Penajam Paser Utara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6471,64,Kota Balikpapan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6474,64,Kota Bontang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6472,64,Kota Samarinda,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6501,65,Kabupaten Bulungan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6502,65,Kabupaten Malinau,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6503,65,Kabupaten Nunukan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6504,65,Kabupaten Tana Tidung,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
6571,65,Kota Tarakan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1901,19,Kabupaten Bangka,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1905,19,Kabupaten Bangka Barat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1903,19,Kabupaten Bangka Selatan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1904,19,Kabupaten Bangka Tengah,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1902,19,Kabupaten Belitung,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1906,19,Kabupaten Belitung Timur,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1971,19,Kota Pangkal Pinang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
2101,21,Kabupaten Bintan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
2102,21,Kabupaten Karimun,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
2105,21,Kabupaten Kepulauan Anambas,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
2104,21,Kabupaten Lingga,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
2103,21,Kabupaten Natuna,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
2171,21,Kota Batam,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
2172,21,Kota Tanjung Pinang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1804,18,Kabupaten Lampung Barat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1801,18,Kabupaten Lampung Selatan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1802,18,Kabupaten Lampung Tengah,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1807,18,Kabupaten Lampung Timur,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1803,18,Kabupaten Lampung Utara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1811,18,Kabupaten Mesuji,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1809,18,Kabupaten Pesawaran,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1813,18,Kabupaten Pesisir Barat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1810,18,Kabupaten Pringsewu,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1806,18,Kabupaten Tanggamus,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1805,18,Kabupaten Tulang Bawang,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1812,18,Kabupaten Tulang Bawang Barat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1808,18,Kabupaten Way Kanan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1871,18,Kota Bandar Lampung,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
1872,18,Kota Metro,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8104,81,Kabupaten Buru,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8109,81,Kabupaten Buru Selatan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8107,81,Kabupaten Kepulauan Aru,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8103,81,Kabupaten Kepulauan Tanimbar,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8108,81,Kabupaten Maluku Barat Daya,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8101,81,Kabupaten Maluku Tengah,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8102,81,Kabupaten Maluku Tenggara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8106,81,Kabupaten Seram Bagian Barat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8105,81,Kabupaten Seram Bagian Timur,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8171,81,Kota Ambon,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8172,81,Kota Tual,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8201,82,Kabupaten Halmahera Barat,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8204,82,Kabupaten Halmahera Selatan,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8202,82,Kabupaten Halmahera Tengah,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8206,82,Kabupaten Halmahera Timur,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8203,82,Kabupaten Halmahera Utara,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8205,82,Kabupaten Kepulauan Sula,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8207,82,Kabupaten Pulau Morotai,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
8208,82,Kabupaten Pulau Taliabu,2026-01-12 10:39:40.210031,2026-01-12 10:39:40.210031
